Date,Time,Latitude,Longitude,Number_of_Casualties,Road_Surface_Conditions,Weather_Conditions,Light_Conditions,Speed_Limit
2012-10-08,09:41:05,51.46682209449308,-0.3478080929529608,3,Wet / Damp,Other,Daylight,30
2012-10-08,13:00:50,51.391646645564556,-0.13295814771336634,3,Frost / ice,Fog,Darkness - lights unlit,30
2012-10-08,15:03:40,51.39271611104663,-0.00912154498447082,2,Flood (Over 3cm of water),Raining,Darkness - lights lit,60
2012-10-08,01:46:37,51.6605599764917,-0.3011538343866077,5,Dry,Fine,Darkness - lights lit,20
2012-10-08,09:52:05,51.63356664018442,-0.25944705062100637,4,Wet / Damp,Other,Darkness - lights unlit,70
2012-10-09,14:44:32,51.521412354142875,-0.00915255615078886,5,Dry,Fine,Daylight,40
2012-10-09,23:17:00,51.54644432016629,0.25659073759156215,4,Wet / Damp,Raining,Darkness - lights unlit,40
2012-10-09,23:28:50,51.48973022822012,0.03979338195047066,3,Frost / ice,Fine,Darkness - lights unlit,30
2012-10-09,06:28:04,51.45666661715152,0.12632331486764803,2,Wet / Damp,Fog,Darkness - lights lit,30
2012-10-09,17:02:10,51.66619075248734,-0.20655192419562496,1,Frost / ice,Other,Darkness - lights lit,30
2012-10-09,23:09:29,51.35024508140812,-0.28219651249242717,1,Wet / Damp,Fine,Daylight,60
2012-10-09,06:58:42,51.46737871588649,-0.13658580543790194,2,Flood (Over 3cm of water),Snowing,Darkness - lights lit,40
2012-10-09,19:35:53,51.43782476319515,0.14570626296933897,3,Wet / Damp,Other,Daylight,50
2012-10-09,22:45:06,51.49926028810046,-0.13496028656755532,4,Wet / Damp,Fine,Darkness - lights unlit,20
2012-10-10,17:26:52,51.48305274981807,0.17738032703188888,1,Snow,Other,Daylight,50
2012-10-10,02:13:19,51.507555812660435,0.2910175845561017,3,Snow,Fine,Darkness - lights unlit,20
2012-10-10,06:13:56,51.3559675908908,-0.44237866741573095,2,Wet / Damp,Fine,Darkness - lights unlit,60
2012-10-10,11:56:03,51.505256600605314,-0.46367187513303704,5,Snow,Fog,Darkness - lights lit,20
2012-10-10,00:34:56,51.396967525554885,-0.38032823766931056,3,Frost / ice,Fine,Darkness - lights unlit,60
2012-10-10,07:01:19,51.373732539595274,-0.19250425941252303,3,Snow,Snowing,Darkness - lights unlit,40
2012-10-10,07:16:41,51.32593368751447,-0.3951662326836541,5,Wet / Damp,Fog,Daylight,20
2012-10-10,05:28:35,51.60506102350246,0.19653158209500488,3,Dry,Snowing,Darkness - lights lit,30
2012-10-10,08:08:29,51.470976768342624,-0.48148299917834897,1,Dry,Snowing,Darkness - lights lit,30
2012-10-11,04:11:18,51.550657473324705,-0.24736582693134196,1,Wet / Damp,Raining,Darkness - lights lit,60
2012-10-11,15:43:34,51.5910373373219,-0.3522442964046357,1,Wet / Damp,Snowing,Darkness - lights unlit,40
2012-10-11,01:25:05,51.57172666612542,0.24523146412602592,3,Dry,Fine,Darkness - lights unlit,60
2012-10-11,00:47:19,51.48820028763587,0.035584803912022345,3,Flood (Over 3cm of water),Other,Daylight,50
2012-10-11,19:08:40,51.45515941158069,0.2296242051610996,3,Snow,Fog,Darkness - lights lit,50
2012-10-11,12:06:59,51.45038396385627,0.2778629682483147,2,Flood (Over 3cm of water),Fog,Darkness - lights lit,50
2012-10-11,11:53:41,51.556019518772025,-0.10232140505810461,5,Frost / ice,Fog,Darkness - lights unlit,30
2012-10-11,03:44:53,51.49791774197675,-0.312544713561579,3,Dry,Other,Daylight,70
2012-10-11,04:44:29,51.639652899195404,-0.34501697104272855,5,Dry,Snowing,Darkness - lights unlit,50
2012-10-12,02:05:31,51.64988079373069,-0.3216649106513276,4,Flood (Over 3cm of water),Raining,Darkness - lights lit,20
2012-10-12,10:17:31,51.368224151202604,0.0668746460976023,1,Frost / ice,Fine,Darkness - lights unlit,50
2012-10-12,02:08:56,51.354493460618286,-0.46764341750159943,2,Flood (Over 3cm of water),Fog,Daylight,30
2012-10-12,02:08:30,51.5521603704144,-0.4589111415738281,5,Frost / ice,Fine,Daylight,20
2012-10-12,18:39:15,51.42049029922491,-0.013485646093479964,1,Wet / Damp,Snowing,Darkness - lights unlit,40
2012-10-12,03:52:55,51.307428287506035,0.01364571738992526,2,Wet / Damp,Raining,Darkness - lights lit,60
2012-10-12,17:20:24,51.65545706774518,0.03221033945796803,1,Dry,Fog,Darkness - lights unlit,60
2012-10-12,12:40:03,51.39076030689752,-0.202495596329127,3,Wet / Damp,Snowing,Darkness - lights unlit,70
2012-10-12,06:27:32,51.671712260674326,0.14475591097132257,3,Flood (Over 3cm of water),Raining,Daylight,20
2012-10-13,22:26:37,51.5869737803513,-0.0731003298187059,1,Frost / ice,Fog,Darkness - lights unlit,70
2012-10-13,00:23:51,51.6050613959646,-0.41562749599246446,2,Dry,Snowing,Daylight,20
2012-10-13,20:43:23,51.38058459831726,0.13767944565387624,1,Wet / Damp,Fine,Daylight,70
2012-10-13,10:24:41,51.393677770246725,0.2624542290163667,4,Dry,Other,Darkness - lights unlit,60
2012-10-13,02:39:17,51.508507101529624,-0.45197094959811307,2,Dry,Fog,Daylight,60
2012-10-13,20:49:31,51.368839941059946,-0.18691892903953605,2,Frost / ice,Raining,Darkness - lights unlit,20
2012-10-13,00:02:42,51.42217267707321,-0.10998716413220189,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,60
2012-10-13,09:39:02,51.42858499117912,-0.38282339193734644,5,Flood (Over 3cm of water),Other,Darkness - lights lit,70
2012-10-13,05:27:55,51.3638519733011,0.1941671582263017,1,Snow,Other,Daylight,40
2012-10-14,20:33:17,51.38207313335806,-0.27268028408796474,5,Flood (Over 3cm of water),Snowing,Darkness - lights lit,50
2012-10-14,04:43:35,51.6154207368033,0.12640683195052815,2,Wet / Damp,Other,Darkness - lights lit,70
2012-10-14,13:54:17,51.366878341818904,0.03679558562265284,3,Snow,Fog,Darkness - lights unlit,50
2012-10-14,09:03:11,51.31138295673757,-0.021563342026381216,3,Snow,Other,Darkness - lights unlit,40
2012-10-14,02:43:53,51.55174197705158,-0.34628572104275646,1,Snow,Fog,Darkness - lights lit,50
2012-10-14,02:11:36,51.69039324775698,-0.3234371835592754,5,Snow,Fine,Darkness - lights lit,50
2012-10-14,09:09:32,51.432485525849245,-0.46212127620274457,1,Flood (Over 3cm of water),Other,Darkness - lights unlit,50
2012-10-14,13:48:53,51.347462281278496,-0.3074300561741869,4,Snow,Fine,Darkness - lights unlit,30
2012-10-14,11:36:40,51.52815493014701,-0.2236451124315887,1,Wet / Damp,Raining,Darkness - lights lit,70
2012-10-15,01:29:07,51.66254168443826,0.16651624308994029,1,Wet / Damp,Other,Daylight,70
2012-10-15,16:24:23,51.613624711931394,-0.20688586662815572,1,Dry,Raining,Darkness - lights unlit,40
2012-10-15,00:44:03,51.549006347365086,0.10369742621248523,1,Wet / Damp,Fine,Darkness - lights unlit,70
2012-10-15,11:19:45,51.42602259864304,-0.1484461749636099,5,Dry,Raining,Darkness - lights lit,60
2012-10-15,05:11:21,51.516752069310485,0.12789464959511077,5,Wet / Damp,Fine,Darkness - lights lit,20
2012-10-15,13:53:46,51.3364979365217,0.2810172803496319,5,Snow,Snowing,Daylight,40
2012-10-15,04:24:52,51.57157816971227,-0.30812675355393593,4,Frost / ice,Fine,Darkness - lights unlit,40
2012-10-15,13:08:19,51.590038407559064,0.18987328957110094,4,Snow,Snowing,Darkness - lights lit,70
2012-10-15,04:44:33,51.68601264916397,-0.0025407309553802104,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,30
2012-10-15,08:31:22,51.404158943498025,0.15383540927092387,5,Dry,Fine,Daylight,30
2012-10-16,03:58:09,51.3073825676172,0.021268721814244218,4,Frost / ice,Snowing,Daylight,50
2012-10-16,02:12:07,51.51824338577086,-0.16084039418067986,3,Wet / Damp,Fine,Darkness - lights unlit,30
2012-10-16,13:25:30,51.58271620175873,-0.3175400484465677,1,Snow,Fog,Darkness - lights lit,60
2012-10-16,18:31:47,51.616162990353196,-0.443971819735068,2,Dry,Fog,Darkness - lights lit,60
2012-10-16,21:30:54,51.37749557320992,-0.07158530843142641,5,Dry,Raining,Darkness - lights unlit,50
2012-10-16,18:10:28,51.40470114761481,0.2922608756214925,1,Wet / Damp,Fog,Daylight,30
2012-10-16,14:03:21,51.50503637010692,0.090433444011365,1,Dry,Other,Darkness - lights unlit,50
2012-10-16,21:31:05,51.432240323988,-0.23812356688078667,2,Wet / Damp,Snowing,Darkness - lights unlit,20
2012-10-16,00:42:19,51.64420459463498,0.16176384006938826,3,Wet / Damp,Other,Darkness - lights unlit,30
2012-10-17,06:17:49,51.48950406149549,0.11518720014112527,4,Snow,Fog,Daylight,30
2012-10-17,19:42:48,51.6198314576408,-0.2746913653172346,4,Dry,Raining,Daylight,30
2012-10-17,05:44:04,51.53224790419294,-0.48855400816461225,2,Flood (Over 3cm of water),Other,Darkness - lights lit,30
2012-10-17,05:12:25,51.60923605664684,-0.4054698891728403,2,Flood (Over 3cm of water),Raining,Darkness - lights lit,60
2012-10-17,07:50:28,51.43306919461213,0.20184495224964616,4,Snow,Fine,Darkness - lights unlit,70
2012-10-17,09:35:21,51.632566648772126,0.16925042824389747,3,Snow,Other,Darkness - lights lit,50
2012-10-17,07:28:48,51.409828926220406,-0.26383279929731007,3,Wet / Damp,Fine,Daylight,60
2012-10-17,05:05:22,51.518439523201316,-0.27184365897246365,1,Flood (Over 3cm of water),Other,Darkness - lights lit,50
2012-10-17,16:01:54,51.385602845269545,0.13429198968197698,2,Dry,Snowing,Darkness - lights lit,20
2012-10-18,17:18:12,51.49021060865048,0.25018997591633774,2,Flood (Over 3cm of water),Raining,Daylight,30
2012-10-18,08:04:15,51.42727008380348,0.12330980543808001,2,Snow,Fine,Darkness - lights lit,40
2012-10-18,11:54:51,51.40668137225489,-0.015537058375390767,4,Snow,Fog,Daylight,60
2012-10-18,22:45:12,51.68679400721122,-0.30586291973455637,4,Wet / Damp,Other,Darkness - lights lit,70
2012-10-18,01:49:48,51.36402964219469,-0.07940166872379145,4,Dry,Fine,Darkness - lights lit,40
2012-10-18,01:45:04,51.61493033498296,-0.31319051312538826,3,Snow,Other,Darkness - lights unlit,20
2012-10-18,02:02:25,51.69366598379329,0.1464091360774189,4,Dry,Other,Darkness - lights lit,40
2012-10-18,08:08:20,51.30796059349603,-0.19043113638581016,1,Flood (Over 3cm of water),Other,Darkness - lights unlit,20
2012-10-18,06:44:19,51.57961096561684,0.16695777359522102,4,Wet / Damp,Fine,Darkness - lights lit,60
2012-10-19,04:15:52,51.40116472222251,-0.19471262561381975,3,Flood (Over 3cm of water),Fine,Darkness - lights unlit,20
2012-10-19,09:16:05,51.31619512973132,0.15931952415991313,2,Snow,Other,Darkness - lights lit,60
2012-10-19,05:24:06,51.46115583158265,-0.23334574786780643,1,Snow,Fog,Daylight,70
2012-10-19,00:38:56,51.67408712406835,-0.1478938363058641,3,Dry,Raining,Darkness - lights lit,60
2012-10-19,17:13:52,51.3047060377468,-0.00760926452587396,5,Snow,Other,Daylight,40
2012-10-19,20:56:55,51.53515427677191,-0.44376990877606504,2,Dry,Fog,Daylight,50
2012-10-19,02:05:21,51.50055859143813,0.2585656494523716,4,Frost / ice,Raining,Darkness - lights unlit,70
2012-10-19,19:55:07,51.64935366574842,-0.04111537110095742,3,Snow,Other,Daylight,50
2012-10-19,06:31:21,51.33360068580825,-0.09374398824735813,5,Flood (Over 3cm of water),Raining,Daylight,50
2012-10-20,05:07:54,51.57261041195466,0.17151517689592977,3,Flood (Over 3cm of water),Other,Darkness - lights unlit,30
2012-10-20,12:59:20,51.57204387937331,0.1926101839174621,4,Dry,Fine,Darkness - lights lit,40
2012-10-20,15:28:38,51.567632006744915,-0.08219167637678715,3,Frost / ice,Other,Darkness - lights lit,20
2012-10-20,12:23:49,51.676933797974016,0.24180986063490995,5,Snow,Other,Daylight,50
2012-10-20,12:33:52,51.62923501160275,-0.4482097871388155,3,Wet / Damp,Other,Darkness - lights unlit,40
2012-10-20,18:39:29,51.3167890904974,-0.40941936619902597,1,Wet / Damp,Other,Darkness - lights lit,30
2012-10-20,14:04:29,51.488433140281806,-0.02256941598844786,1,Flood (Over 3cm of water),Fog,Darkness - lights unlit,40
2012-10-20,21:40:21,51.45918122248053,-0.21674731056513302,4,Snow,Snowing,Darkness - lights unlit,20
2012-10-20,19:13:04,51.42405888843632,-0.12861986704864092,5,Wet / Damp,Fog,Daylight,50
2012-10-21,13:19:05,51.48053469006164,-0.23753662568226674,5,Dry,Fog,Darkness - lights unlit,20
2012-10-21,03:39:00,51.45367767397039,-0.1762197508440515,5,Snow,Fine,Daylight,30
2012-10-21,23:10:57,51.472933559951464,0.15811707771703964,5,Flood (Over 3cm of water),Other,Darkness - lights unlit,20
2012-10-21,03:59:17,51.69170474624346,-0.025219040116556235,5,Frost / ice,Fog,Daylight,70
2012-10-21,19:04:33,51.33545318989983,0.2978756394267986,2,Dry,Raining,Darkness - lights lit,30
2012-10-21,18:13:53,51.6688923479355,0.1295033582567704,3,Dry,Other,Darkness - lights unlit,20
2012-10-21,21:22:23,51.49209468538841,-0.28106699671853863,5,Snow,Fine,Daylight,30
2012-10-21,21:44:18,51.54949689819982,-0.288523905818643,1,Frost / ice,Fine,Darkness - lights lit,40
2012-10-21,03:35:24,51.63207318664708,-0.2312813839063943,3,Dry,Raining,Daylight,40
2012-10-22,19:14:46,51.4441852116597,0.17460758451819425,4,Frost / ice,Fine,Daylight,40
2012-10-22,20:34:31,51.47216876323519,-0.47816987947954753,4,Flood (Over 3cm of water),Other,Daylight,70
2012-10-22,15:55:26,51.463807392111484,-0.3158549769029938,5,Dry,Snowing,Daylight,70
2012-10-22,08:30:51,51.4498924090143,0.2239347362754136,2,Wet / Damp,Snowing,Daylight,40
2012-10-22,19:30:02,51.670211728658764,0.011917148866601557,2,Flood (Over 3cm of water),Fog,Darkness - lights unlit,20
2012-10-22,13:32:57,51.63157195647721,-0.3185223235991549,3,Flood (Over 3cm of water),Fine,Darkness - lights lit,70
2012-10-22,04:43:14,51.34359999594519,-0.3246840254139357,2,Dry,Other,Darkness - lights lit,60
2012-10-22,18:41:03,51.34324934099084,0.19009448140754448,4,Wet / Damp,Raining,Darkness - lights lit,30
2012-10-22,16:33:54,51.47114780594119,0.21500600662163727,5,Frost / ice,Raining,Darkness - lights unlit,30
2012-10-23,03:00:00,51.33946295069312,-0.29509512723030773,1,Wet / Damp,Other,Daylight,60
2012-10-23,10:30:23,51.54763723810845,-0.16359171353877416,4,Flood (Over 3cm of water),Other,Darkness - lights unlit,30
2012-10-23,17:44:38,51.35747664290469,0.16767659090265374,4,Dry,Raining,Daylight,30
2012-10-23,05:11:48,51.50894930558672,0.11680595088790835,3,Wet / Damp,Fine,Darkness - lights unlit,40
2012-10-23,03:33:39,51.302887978801486,0.1511328852528676,2,Wet / Damp,Fog,Darkness - lights lit,30
2012-10-23,20:48:25,51.42663853936506,-0.08528144736962495,1,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2012-10-23,17:44:30,51.57087628946906,0.22923923864413853,1,Frost / ice,Fog,Daylight,50
2012-10-23,02:34:43,51.49361557609114,-0.2392387648364518,2,Wet / Damp,Other,Darkness - lights lit,30
2012-10-23,08:29:33,51.6913077943996,-0.3746622925219856,5,Wet / Damp,Raining,Darkness - lights lit,60
2012-10-23,21:51:47,51.649641518426485,0.06698586605189183,2,Snow,Raining,Daylight,30
2012-10-24,08:35:33,51.44362831161726,-0.0685164671944829,5,Flood (Over 3cm of water),Raining,Daylight,60
2012-10-24,01:36:14,51.318194616588904,0.1836686150475848,1,Snow,Raining,Darkness - lights unlit,70
2012-10-24,20:00:55,51.63825052004601,-0.435072600700228,3,Flood (Over 3cm of water),Raining,Daylight,30
2012-10-24,03:03:03,51.66449372412587,0.17495392275045352,4,Flood (Over 3cm of water),Snowing,Daylight,60
2012-10-24,05:02:13,51.62825095736762,-0.2653642774329422,1,Snow,Other,Daylight,30
2012-10-24,04:08:59,51.3511799763679,0.023884533734546465,1,Frost / ice,Other,Darkness - lights lit,70
2012-10-24,00:13:01,51.69916605376492,-0.4678969687373954,1,Frost / ice,Snowing,Daylight,30
2012-10-24,15:45:00,51.40343368862111,-0.012334962957119444,4,Flood (Over 3cm of water),Fog,Darkness - lights lit,50
2012-10-24,07:40:24,51.58968196512335,0.07381735134986878,5,Snow,Fine,Darkness - lights lit,70
2012-10-25,01:53:43,51.66321395053429,-0.20499982839550374,3,Wet / Damp,Other,Darkness - lights lit,50
2012-10-25,05:08:09,51.39427484573228,-0.3276714357902878,3,Flood (Over 3cm of water),Other,Daylight,30
2012-10-25,11:06:01,51.66330342187083,-0.06989545871716396,3,Flood (Over 3cm of water),Snowing,Daylight,50
2012-10-25,08:05:18,51.42379263167795,0.1665526435485173,5,Dry,Other,Darkness - lights lit,20
2012-10-25,22:43:36,51.69056528895363,-0.24116211336267934,2,Frost / ice,Other,Darkness - lights unlit,70
2012-10-25,06:11:03,51.41250400815219,-0.29802456198297633,2,Snow,Fog,Darkness - lights unlit,20
2012-10-25,03:46:05,51.681374329903136,-0.2768517530898499,3,Wet / Damp,Snowing,Darkness - lights unlit,70
2012-10-25,05:39:14,51.321417860357066,0.2593057223333316,1,Wet / Damp,Other,Daylight,40
2012-10-25,11:55:51,51.58370880466793,-0.21257846738835223,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,70
2012-10-26,06:34:08,51.512844453534804,-0.49711660808937025,4,Wet / Damp,Snowing,Daylight,40
2012-10-26,14:05:29,51.491150830849094,0.12534496636769576,2,Wet / Damp,Fog,Darkness - lights lit,20
2012-10-26,11:39:31,51.38939772570233,0.059419836268312154,1,Flood (Over 3cm of water),Fine,Darkness - lights unlit,70
2012-10-26,05:10:58,51.5822383159106,-0.3971453883176249,3,Frost / ice,Other,Daylight,40
2012-10-26,05:54:13,51.37632379657852,0.28792339930793,4,Dry,Raining,Darkness - lights unlit,30
2012-10-26,17:49:26,51.521136718393905,-0.013550171755911,2,Frost / ice,Raining,Darkness - lights lit,30
2012-10-26,13:29:23,51.401298145216096,-0.09937640724751878,4,Frost / ice,Fine,Darkness - lights unlit,40
2012-10-26,07:19:50,51.682248551912544,-0.19422458590168712,1,Dry,Snowing,Darkness - lights lit,20
2012-10-26,14:19:38,51.31145247753426,0.2189382044509104,3,Flood (Over 3cm of water),Fog,Daylight,60
2012-10-27,21:57:05,51.37989131204449,-0.30482921486514936,3,Frost / ice,Other,Daylight,70
2012-10-27,09:04:18,51.39692424255498,-0.2713848798240785,3,Snow,Other,Darkness - lights unlit,30
2012-10-27,01:54:12,51.465627130307126,-0.4020713546507465,1,Snow,Other,Daylight,70
2012-10-27,00:42:31,51.39309209674802,0.10729527646740811,5,Dry,Raining,Darkness - lights lit,50
2012-10-27,19:59:07,51.496539636107514,-0.02356057567531733,3,Snow,Snowing,Darkness - lights lit,60
2012-10-27,16:56:41,51.648986209303416,-0.012747064596401347,5,Flood (Over 3cm of water),Fine,Darkness - lights unlit,50
2012-10-27,13:39:19,51.58482536856367,-0.3252236551844291,3,Wet / Damp,Snowing,Darkness - lights lit,30
2012-10-27,14:21:47,51.53198479221405,0.02093471130166713,5,Flood (Over 3cm of water),Fog,Daylight,40
2012-10-27,09:14:03,51.33560127119307,0.11236675779749117,2,Dry,Fog,Darkness - lights unlit,50
2012-10-28,06:03:20,51.577596843355714,-0.2136891754194486,2,Wet / Damp,Fine,Darkness - lights unlit,70
2012-10-28,21:05:39,51.36656571372438,0.14107771516936984,3,Snow,Raining,Daylight,20
2012-10-28,16:03:48,51.61454695438468,-0.22096752917438323,4,Frost / ice,Fine,Daylight,50
2012-10-28,02:00:39,51.40002270340406,0.10651076920743019,4,Snow,Fog,Daylight,20
2012-10-28,01:51:50,51.46681949132836,-0.4730159140338248,1,Flood (Over 3cm of water),Raining,Darkness - lights unlit,60
2012-10-28,05:56:24,51.44018808092717,-0.05906831882107788,2,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,60
2012-10-28,05:50:38,51.64352556586994,0.2756212485119094,2,Dry,Fog,Darkness - lights lit,40
2012-10-28,11:20:46,51.35061778348536,0.2849956805459126,4,Frost / ice,Raining,Darkness - lights unlit,20
2012-10-28,18:50:21,51.52625795295391,-0.27459793732660753,3,Frost / ice,Raining,Darkness - lights unlit,70
2012-10-29,10:33:11,51.35682464377722,-0.1468807271357156,1,Wet / Damp,Other,Darkness - lights lit,40
2012-10-29,21:57:37,51.58191833445287,-0.44961767361069355,2,Wet / Damp,Snowing,Darkness - lights unlit,50
2012-10-29,01:56:11,51.662031251117796,0.19867304608367986,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2012-10-29,08:05:39,51.4738430615469,-0.045142277487828675,2,Dry,Fine,Darkness - lights lit,70
2012-10-29,23:44:05,51.49523690410599,-0.19191945684758638,5,Flood (Over 3cm of water),Snowing,Darkness - lights lit,50
2012-10-29,21:24:27,51.67096913459311,-0.40978355320867754,5,Frost / ice,Snowing,Daylight,60
2012-10-29,22:17:37,51.50839655545974,0.25741382839751137,1,Frost / ice,Fog,Daylight,40
2012-10-29,23:32:22,51.495039375219825,-0.07582476174320502,4,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,70
2012-10-29,10:28:31,51.53133164108172,-0.2736576567336769,4,Frost / ice,Snowing,Darkness - lights lit,60
2012-10-30,01:48:50,51.57569189454518,-0.2198278958947924,2,Wet / Damp,Other,Daylight,50
2012-10-30,03:05:16,51.34275335003481,-0.28344225526228184,5,Frost / ice,Snowing,Darkness - lights lit,20
2012-10-30,18:16:34,51.62844421109661,-0.018552152914415476,5,Wet / Damp,Raining,Darkness - lights lit,30
2012-10-30,00:04:42,51.4742020109813,0.24397086062440798,1,Snow,Fine,Daylight,50
2012-10-30,22:04:33,51.32893940395899,0.18535504266125158,1,Dry,Other,Darkness - lights lit,50
2012-10-30,00:31:38,51.614473067679285,-0.131695299659218,4,Dry,Other,Darkness - lights unlit,30
2012-10-30,01:08:55,51.450779988674505,0.16119948984080634,4,Frost / ice,Other,Darkness - lights unlit,30
2012-10-30,01:50:29,51.34014699803802,-0.16151561497893607,4,Dry,Other,Darkness - lights unlit,60
2012-10-30,23:38:40,51.5535116158173,-0.2981542873930896,3,Snow,Fog,Darkness - lights unlit,50
2012-10-31,18:03:51,51.65205254137346,0.28673209221314233,5,Frost / ice,Other,Daylight,50
2012-10-31,09:16:20,51.6551014037656,-0.25688994562334255,5,Wet / Damp,Fog,Daylight,40
2012-10-31,04:44:31,51.68306538992359,-0.2410206152104733,1,Snow,Fog,Darkness - lights unlit,30
2012-10-31,05:34:34,51.647082183906676,0.29175429422921784,5,Snow,Snowing,Daylight,70
2012-10-31,18:50:43,51.300856367738184,-0.39285800546747607,1,Dry,Fine,Darkness - lights unlit,20
2012-10-31,11:05:01,51.45209646656536,0.10842719040775606,3,Wet / Damp,Snowing,Daylight,50
2012-10-31,03:06:45,51.6274170319622,0.24865020678618122,4,Flood (Over 3cm of water),Fog,Daylight,40
2012-10-31,15:27:41,51.44650120239939,-0.09056400457966507,3,Snow,Snowing,Darkness - lights lit,20
2012-10-31,01:38:26,51.54061940255188,-0.49798259063774397,4,Dry,Raining,Darkness - lights unlit,60
2012-10-31,00:43:11,51.542526778949814,-0.19995284470951497,4,Snow,Other,Darkness - lights lit,70
2012-11-01,17:29:47,51.44601012161553,-0.4107448060921383,1,Wet / Damp,Other,Darkness - lights unlit,40
2012-11-01,17:36:10,51.66178957091252,-0.16704987125304338,4,Wet / Damp,Fog,Daylight,20
2012-11-01,22:24:45,51.501291338154445,0.13202140931382778,3,Frost / ice,Snowing,Darkness - lights unlit,50
2012-11-01,15:06:40,51.485913682375,-0.14903076089295958,2,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2012-11-01,06:59:10,51.69900549826476,-0.15445990292326195,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,30
2012-11-01,08:50:52,51.497400145629044,-0.05456841846492266,4,Dry,Raining,Daylight,20
2012-11-01,11:54:30,51.37135930077143,-0.03464753220185579,4,Flood (Over 3cm of water),Fog,Darkness - lights lit,50
2012-11-01,14:39:16,51.50522776914538,0.18503704703917712,5,Wet / Damp,Snowing,Daylight,40
2012-11-01,15:41:21,51.625606694207974,-0.2533156486168388,1,Flood (Over 3cm of water),Raining,Daylight,70
2012-11-02,00:21:23,51.610744130759315,0.15733701149441282,1,Dry,Raining,Daylight,20
2012-11-02,09:21:31,51.61543270604339,-0.04725300104636215,3,Snow,Snowing,Daylight,60
2012-11-02,00:18:45,51.583209513599165,-0.2595763602262824,2,Flood (Over 3cm of water),Snowing,Daylight,60
2012-11-02,18:37:45,51.40168713162667,-0.2638991647951383,3,Flood (Over 3cm of water),Other,Darkness - lights lit,30
2012-11-02,07:16:10,51.644833634336095,-0.21108998631542036,3,Wet / Damp,Fine,Darkness - lights lit,40
2012-11-02,02:20:38,51.65737738615051,-0.0018454059040196036,3,Wet / Damp,Fine,Darkness - lights lit,40
2012-11-02,05:34:55,51.37766107864742,-0.31535061491204064,2,Snow,Raining,Darkness - lights lit,30
2012-11-02,04:29:14,51.35218225462056,0.23626684933781394,3,Frost / ice,Snowing,Daylight,40
2012-11-02,02:13:24,51.69024198743565,-0.04006993265767966,1,Flood (Over 3cm of water),Other,Darkness - lights unlit,60
2012-11-03,02:42:32,51.64732958546015,0.23601262159680547,2,Wet / Damp,Fog,Darkness - lights unlit,60
2012-11-03,15:23:46,51.65729445888398,-0.4628765131366762,4,Frost / ice,Fine,Darkness - lights unlit,30
2012-11-03,07:26:59,51.65455055384976,-0.22591090363082128,5,Flood (Over 3cm of water),Fine,Darkness - lights unlit,50
2012-11-03,06:43:37,51.51667472961349,-0.48175387144990156,5,Flood (Over 3cm of water),Snowing,Darkness - lights lit,30
2012-11-03,09:09:54,51.55856069466632,-0.28219854792162413,1,Frost / ice,Fog,Daylight,60
2012-11-03,04:10:36,51.518145140853456,0.18960517781487063,5,Wet / Damp,Fine,Darkness - lights lit,30
2012-11-03,21:27:55,51.32048253967613,-0.4707122273262393,5,Snow,Other,Darkness - lights lit,60
2012-11-03,13:43:36,51.59820123414111,-0.15108232006740407,5,Flood (Over 3cm of water),Fine,Darkness - lights lit,50
2012-11-03,02:39:47,51.50213281333435,-0.4059463436214178,4,Dry,Snowing,Daylight,60
2012-11-04,00:10:45,51.559083629916096,-0.1665274725917058,5,Dry,Snowing,Darkness - lights lit,70
2012-11-04,08:35:30,51.501055921990215,0.17108126741150187,3,Dry,Fog,Daylight,40
2012-11-04,22:43:55,51.49672452892898,-0.0015431732779846996,1,Snow,Fine,Darkness - lights unlit,20
2012-11-04,08:21:30,51.368715643791106,0.0894050762651386,1,Flood (Over 3cm of water),Fog,Darkness - lights lit,50
2012-11-04,14:29:02,51.411485486056456,-0.22071670764033519,1,Wet / Damp,Fine,Daylight,20
2012-11-04,07:21:15,51.36354107677758,0.25551815600811323,4,Wet / Damp,Raining,Darkness - lights lit,50
2012-11-04,05:14:48,51.378266518250136,0.06740967502360007,4,Snow,Fine,Darkness - lights unlit,50
2012-11-04,12:08:52,51.689190952168126,-0.16256094457237524,5,Flood (Over 3cm of water),Snowing,Daylight,50
2012-11-04,22:40:23,51.36124537830888,-0.15882815981835607,3,Frost / ice,Snowing,Darkness - lights unlit,70
2012-11-05,12:51:45,51.407708169722085,0.2349473423546381,5,Frost / ice,Raining,Darkness - lights unlit,50
2012-11-05,12:47:17,51.536235863095435,-0.038876245251686536,1,Flood (Over 3cm of water),Fine,Daylight,60
2012-11-05,02:35:46,51.544071430494654,0.06510336792243343,3,Flood (Over 3cm of water),Fine,Darkness - lights lit,40
